"date" "taxon2" "biomass"
2003-07-21 "Cyanobacteria" 0.87776
2003-07-21 "Diatoms (centric)" 0.266
2003-07-21 "Diatoms (pennate)" 0.6079
2003-07-21 "Dinophytes" 10.292
2003-08-13 "Chlorophytes" 15.83912
2003-08-13 "Chrysophytes" 1.2367
2003-08-13 "Cryptophytes" 5.141
2003-08-13 "Cyanobacteria" 10.58272
2003-08-13 "Diatoms (centric)" 0.0432
2003-08-13 "Diatoms (pennate)" 0.67082
2003-08-13 "Dinophytes" 0.19576
2003-09-18 "Chlorophytes" 17.0011
2003-09-18 "Chrysophytes" 2.6632
2003-09-18 "Cryptophytes" 3.596
2003-09-18 "Cyanobacteria" 58.3038
2003-09-18 "Diatoms (centric)" 0.4653
2003-09-18 "Diatoms (pennate)" 4.63132
2003-09-18 "Dinophytes" 0.272
2003-10-20 "Chlorophytes" 3.31662
2003-10-20 "Chrysophytes" 4.76
2003-10-20 "Cryptophytes" 3.765
2003-10-20 "Cyanobacteria" 3.6644
2003-10-20 "Diatoms (centric)" 0.324
2003-10-20 "Diatoms (pennate)" 30.8476
2003-10-20 "Dinophytes" 0.36
2003-11-17 "Chlorophytes" 2.24748
2003-11-17 "Chrysophytes" 1.1222
2003-11-17 "Cryptophytes" 9.7
2003-11-17 "Cyanobacteria" 0.491
2003-11-17 "Diatoms (centric)" 0.28983
2003-11-17 "Diatoms (pennate)" 10.9734
2003-11-17 "Dinophytes" 0.036
2003-12-11 "Chlorophytes" 0.26441
2003-12-11 "Chrysophytes" 0.39844
2003-12-11 "Cryptophytes" 3.648
2003-12-11 "Cyanobacteria" 2.2716
2003-12-11 "Diatoms (centric)" 0.4226
2003-12-11 "Diatoms (pennate)" 2.358
2003-12-11 "Dinophytes" 0.1368
2004-01-26 "Chlorophytes" 1.28332
2004-01-26 "Chrysophytes" 0.3869
2004-01-26 "Cryptophytes" 2.121
2004-01-26 "Cyanobacteria" 1.76777
2004-01-26 "Diatoms (centric)" 0.81
2004-01-26 "Diatoms (pennate)" 0.93712
2004-01-26 "Dinophytes" 0.26052
2004-02-16 "Chlorophytes" 0.045148
2004-02-16 "Chrysophytes" 0.33872
2004-02-16 "Cryptophytes" 6.056
2004-02-16 "Cyanobacteria" 1.7925
2004-02-16 "Diatoms (centric)" 2.687
2004-02-16 "Diatoms (pennate)" 2.46972
2004-02-16 "Dinophytes" 0.31944
2004-03-08 "Chlorophytes" 3.4647
2004-03-08 "Chrysophytes" 2.0242
2004-03-08 "Cryptophytes" 15.61
2004-03-08 "Cyanobacteria" 1.545
2004-03-08 "Diatoms (centric)" 21.17
2004-03-08 "Diatoms (pennate)" 8.7618
2004-03-08 "Dinophytes" 1.1076
2004-04-14 "Chlorophytes" 3.65204
2004-04-14 "Chrysophytes" 0.9048
2004-04-14 "Cryptophytes" 29.31
2004-04-14 "Cyanobacteria" 6.35
2004-04-14 "Diatoms (centric)" 16.515
2004-04-14 "Diatoms (pennate)" 0.7716
2004-04-14 "Dinophytes" 2.55056
2004-04-26 "Chlorophytes" 0.2544
2004-04-26 "Chrysophytes" 0.55
2004-04-26 "Cryptophytes" 19.94
2004-04-26 "Cyanobacteria" 2.228
2004-04-26 "Diatoms (centric)" 8.607
2004-04-26 "Dinophytes" 7.214
2004-05-18 "Chlorophytes" 8.7254
2004-05-18 "Cryptophytes" 6.897
2004-05-18 "Cyanobacteria" 7.56137
2004-05-18 "Diatoms (centric)" 0.06962
2004-05-18 "Diatoms (pennate)" 0.00784
2004-05-18 "Dinophytes" 0.502
2004-06-21 "Chlorophytes" 6.44504
2004-06-21 "Chrysophytes" 0.83
2004-06-21 "Cryptophytes" 2.529
2004-06-21 "Cyanobacteria" 0.9696
2004-06-21 "Diatoms (centric)" 22.0893
2004-06-21 "Diatoms (pennate)" 3.9794
2004-06-21 "Dinophytes" 1.1684
2004-07-19 "Chlorophytes" 21.95472
2004-07-19 "Chrysophytes" 2.4995
2004-07-19 "Cryptophytes" 5.36
2004-07-19 "Cyanobacteria" 0.78832
2004-07-19 "Diatoms (centric)" 0.177
2004-07-19 "Diatoms (pennate)" 0.12344
2004-07-19 "Dinophytes" 4.82664
2004-08-16 "Chlorophytes" 9.05934
2004-08-16 "Chrysophytes" 2.446
2004-08-16 "Cryptophytes" 2.651
2004-08-16 "Cyanobacteria" 3.7688
2004-08-16 "Diatoms (centric)" 0.051
2004-08-16 "Diatoms (pennate)" 0.0736
2004-08-16 "Dinophytes" 4.70224
2004-09-20 "Chlorophytes" 5.4558
2004-09-20 "Chrysophytes" 1.2738
2004-09-20 "Cryptophytes" 2.723
2004-09-20 "Cyanobacteria" 18.5944
2004-09-20 "Diatoms (centric)" 0.864
2004-09-20 "Diatoms (pennate)" 2.3196
2004-09-20 "Dinophytes" 0.74968
2004-10-18 "Chlorophytes" 6.707
2004-10-18 "Chrysophytes" 1.1916
2004-10-18 "Cryptophytes" 2.482
2004-10-18 "Cyanobacteria" 97.5288
2004-10-18 "Diatoms (centric)" 1.497
2004-10-18 "Diatoms (pennate)" 0.9714
2004-10-18 "Dinophytes" 0.5848
2004-11-15 "Chlorophytes" 2.57772
2004-11-15 "Chrysophytes" 0.7629
2004-11-15 "Cryptophytes" 3.958
2004-11-15 "Cyanobacteria" 4.688
2004-11-15 "Diatoms (centric)" 0.4434
2004-11-15 "Diatoms (pennate)" 0.7845
2004-11-15 "Dinophytes" 0.06896
2004-12-13 "Chlorophytes" 1.566666
2004-12-13 "Chrysophytes" 0.4527
2004-12-13 "Cryptophytes" 4.266
2004-12-13 "Cyanobacteria" 1.0508
2004-12-13 "Diatoms (centric)" 1.8231
2004-12-13 "Diatoms (pennate)" 0.2799
2004-12-13 "Dinophytes" 0.3124
2005-01-31 "Chlorophytes" 0.658112
2005-01-31 "Chrysophytes" 0.62719
2005-01-31 "Cryptophytes" 13.062
2005-01-31 "Cyanobacteria" 0.287
2005-01-31 "Diatoms (centric)" 0.26193
2005-01-31 "Diatoms (pennate)" 0.1994
2005-01-31 "Dinophytes" 1.956
2005-02-21 "Chlorophytes" 0.106916
2005-02-21 "Chrysophytes" 1.729
2005-02-21 "Cryptophytes" 30.604
2005-02-21 "Cyanobacteria" 0.2038
2005-02-21 "Diatoms (centric)" 0.02106
2005-02-21 "Diatoms (pennate)" 0.5132
2005-02-21 "Dinophytes" 3.302
2005-03-15 "Chlorophytes" 0.893292
2005-03-15 "Chrysophytes" 1.8589
2005-03-15 "Cryptophytes" 31.935
2005-03-15 "Cyanobacteria" 0.2006
2005-03-15 "Diatoms (centric)" 3.46108
2005-03-15 "Diatoms (pennate)" 7.6475
2005-03-15 "Dinophytes" 3.78
2005-04-19 "Chlorophytes" 0.52662
2005-04-19 "Chrysophytes" 0.9533
2005-04-19 "Cryptophytes" 41.838
2005-04-19 "Cyanobacteria" 0.203
2005-04-19 "Diatoms (centric)" 0.511
2005-04-19 "Diatoms (pennate)" 1.3722
2005-04-19 "Dinophytes" 9.8706
2005-05-23 "Chlorophytes" 1.201704
2005-05-23 "Chrysophytes" 0.2818
2005-05-23 "Cryptophytes" 13.084
2005-05-23 "Cyanobacteria" 2.0436
2005-05-23 "Diatoms (pennate)" 0.06152
2005-05-23 "Dinophytes" 2.32568
2005-06-20 "Chlorophytes" 1.684336
2005-06-20 "Chrysophytes" 0.8871
2005-06-20 "Cryptophytes" 6.32
2005-06-20 "Cyanobacteria" 4.1798
2005-06-20 "Diatoms (centric)" 0.30458
2005-06-20 "Diatoms (pennate)" 5.267
2005-06-20 "Dinophytes" 2.354
2005-07-18 "Chlorophytes" 6.13924
2005-07-18 "Chrysophytes" 0.694
2005-07-18 "Cryptophytes" 3.863
2005-07-18 "Cyanobacteria" 0.745
2005-07-18 "Diatoms (centric)" 0.069
2005-07-18 "Diatoms (pennate)" 0.7136
2005-07-18 "Dinophytes" 1.5384
2005-08-21 "Chlorophytes" 3.35442
2005-08-21 "Chrysophytes" 6.2164
2005-08-21 "Cryptophytes" 6.795
2005-08-21 "Cyanobacteria" 6.7976
2005-08-21 "Diatoms (centric)" 0.7914
2005-08-21 "Diatoms (pennate)" 3.455
2005-08-21 "Dinophytes" 9.64936
2005-09-19 "Chlorophytes" 5.10564
2005-09-19 "Chrysophytes" 1.794
2005-09-19 "Cryptophytes" 3.449
2005-09-19 "Cyanobacteria" 11.2748
2005-09-19 "Diatoms (centric)" 2.45
2005-09-19 "Diatoms (pennate)" 2.9018
2005-09-19 "Dinophytes" 4.57568
2005-10-17 "Chlorophytes" 8.1276
2005-10-17 "Chrysophytes" 2.5658
2005-10-17 "Cryptophytes" 5.792
2005-10-17 "Cyanobacteria" 27.1098
2005-10-17 "Diatoms (centric)" 0.546
2005-10-17 "Diatoms (pennate)" 2.0107
2005-10-17 "Dinophytes" 1.7708
2005-11-14 "Chlorophytes" 2.971504
2005-11-14 "Chrysophytes" 3.1089
2005-11-14 "Cryptophytes" 3.876
2005-11-14 "Cyanobacteria" 7.1062
2005-11-14 "Diatoms (centric)" 1.1748
2005-11-14 "Diatoms (pennate)" 2.5854
2005-11-14 "Dinophytes" 0.1496
2005-12-12 "Chlorophytes" 0.99126
2005-12-12 "Chrysophytes" 0.6647
2005-12-12 "Cryptophytes" 3.862
2005-12-12 "Cyanobacteria" 4.49584
2005-12-12 "Diatoms (centric)" 0.936
2005-12-12 "Diatoms (pennate)" 0.53788
2005-12-12 "Dinophytes" 0.51792
2006-02-27 "Chlorophytes" 6.36896
2006-02-27 "Chrysophytes" 2.82358
2006-02-27 "Cryptophytes" 11.57
2006-02-27 "Cyanobacteria" 2.43
2006-02-27 "Diatoms (centric)" 2.7
2006-02-27 "Diatoms (pennate)" 0.23852
2006-02-27 "Dinophytes" 2.498
2006-03-20 "Chlorophytes" 1.84924
2006-03-20 "Chrysophytes" 2.641
2006-03-20 "Cryptophytes" 25.528
2006-03-20 "Cyanobacteria" 0.784
2006-03-20 "Diatoms (centric)" 8.07
2006-03-20 "Diatoms (pennate)" 0.5357
2006-03-20 "Dinophytes" 4.26
2006-04-18 "Chlorophytes" 1.408
2006-04-18 "Chrysophytes" 0.86046
2006-04-18 "Cryptophytes" 7.47
2006-04-18 "Cyanobacteria" 0.378
2006-04-18 "Diatoms (centric)" 21.585
2006-04-18 "Diatoms (pennate)" 1.1233
2006-04-18 "Dinophytes" 10.006
2006-05-15 "Chlorophytes" 1.38224
2006-05-15 "Chrysophytes" 0.00882
2006-05-15 "Cryptophytes" 5.04
2006-05-15 "Cyanobacteria" 1.0549
2006-05-15 "Diatoms (centric)" 0.03303
2006-05-15 "Diatoms (pennate)" 0.065
2006-05-15 "Dinophytes" 6.85848
2006-06-12 "Chlorophytes" 8.49684
2006-06-12 "Chrysophytes" 2.096
2006-06-12 "Cryptophytes" 26.68
2006-06-12 "Cyanobacteria" 3.3016
2006-06-12 "Diatoms (centric)" 0.1099
2006-06-12 "Diatoms (pennate)" 1.13876
2006-06-12 "Dinophytes" 9.3314
2006-07-10 "Chlorophytes" 30.52844
2006-07-10 "Chrysophytes" 1.5865
2006-07-10 "Cryptophytes" 5.114
2006-07-10 "Cyanobacteria" 19.6414
2006-07-10 "Diatoms (centric)" 0.486
2006-07-10 "Diatoms (pennate)" 1.78456
2006-07-10 "Dinophytes" 2.07328
2006-08-14 "Chlorophytes" 30.28544
2006-08-14 "Chrysophytes" 10.4992
2006-08-14 "Cryptophytes" 19.284
2006-08-14 "Cyanobacteria" 5.7794
2006-08-14 "Diatoms (centric)" 0.2202
2006-08-14 "Diatoms (pennate)" 0.14464
2006-08-14 "Dinophytes" 8.442
2006-09-12 "Chlorophytes" 17.498844
2006-09-12 "Chrysophytes" 3.3405
2006-09-12 "Cryptophytes" 20.802
2006-09-12 "Cyanobacteria" 4.8623
2006-09-12 "Diatoms (centric)" 5.4
2006-09-12 "Diatoms (pennate)" 0.48058
2006-09-12 "Dinophytes" 5.5954
2006-10-16 "Chlorophytes" 7.31058
2006-10-16 "Chrysophytes" 0.9268
2006-10-16 "Cryptophytes" 9.106
2006-10-16 "Cyanobacteria" 6.4753
2006-10-16 "Diatoms (centric)" 0.471
2006-10-16 "Diatoms (pennate)" 13.762
2006-10-16 "Dinophytes" 5.38336
2006-11-06 "Chlorophytes" 16.37008
2006-11-06 "Chrysophytes" 0.98264
2006-11-06 "Cryptophytes" 3.3
2006-11-06 "Cyanobacteria" 9.70204
2006-11-06 "Diatoms (centric)" 1.2051
2006-11-06 "Diatoms (pennate)" 2.8532
2006-11-06 "Dinophytes" 0.358
2007-01-22 "Chlorophytes" 0.40044
2007-01-22 "Chrysophytes" 0.5647
2007-01-22 "Cryptophytes" 4.652
2007-01-22 "Cyanobacteria" 12.0955
2007-01-22 "Diatoms (centric)" 1.822
2007-01-22 "Diatoms (pennate)" 0.5714
2007-01-22 "Dinophytes" 1.09232
2007-02-12 "Chlorophytes" 3.35736
2007-02-12 "Chrysophytes" 0.91614
2007-02-12 "Cryptophytes" 11.7
2007-02-12 "Cyanobacteria" 7.7595
2007-02-12 "Diatoms (centric)" 7.44
2007-02-12 "Diatoms (pennate)" 1.0266
2007-02-12 "Dinophytes" 3.024
2007-03-12 "Chlorophytes" 6.92322
2007-03-12 "Chrysophytes" 2.24518
2007-03-12 "Cryptophytes" 16.534
2007-03-12 "Cyanobacteria" 4.83
2007-03-12 "Diatoms (centric)" 5.296
2007-03-12 "Diatoms (pennate)" 5.3954
2007-03-12 "Dinophytes" 12.338
2007-04-10 "Chlorophytes" 16.83292
2007-04-10 "Chrysophytes" 1.8401
2007-04-10 "Cryptophytes" 8.818
2007-04-10 "Cyanobacteria" 3.63
2007-04-10 "Diatoms (centric)" 1.1429
2007-04-10 "Diatoms (pennate)" 0.5792
2007-04-10 "Dinophytes" 8.8154
2007-05-14 "Chlorophytes" 5.9502
2007-05-14 "Chrysophytes" 0.55006
2007-05-14 "Cryptophytes" 19.936
2007-05-14 "Cyanobacteria" 0.00448
2007-05-14 "Diatoms (centric)" 0.00108
2007-05-14 "Diatoms (pennate)" 0.25896
2007-05-14 "Dinophytes" 1.2012
2007-06-11 "Chlorophytes" 13.32298
2007-06-11 "Chrysophytes" 8.81334
2007-06-11 "Cryptophytes" 14.476
2007-06-11 "Cyanobacteria" 7.532
2007-06-11 "Diatoms (centric)" 2.0892
2007-06-11 "Diatoms (pennate)" 7.30644
2007-06-11 "Dinophytes" 13.8018
2007-07-09 "Chlorophytes" 20.84562
2007-07-09 "Chrysophytes" 2.3002
2007-07-09 "Cryptophytes" 14.574
2007-07-09 "Cyanobacteria" 5.9814
2007-07-09 "Diatoms (centric)" 0.4659
2007-07-09 "Diatoms (pennate)" 0.5306
2007-07-09 "Dinophytes" 9.92
2007-08-06 "Chlorophytes" 10.28832
2007-08-06 "Chrysophytes" 1.85586
2007-08-06 "Cryptophytes" 8.474
2007-08-06 "Cyanobacteria" 0.8591
2007-08-06 "Diatoms (centric)" 0.57
2007-08-06 "Diatoms (pennate)" 5.64088
2007-08-06 "Dinophytes" 2.006
2007-09-11 "Chlorophytes" 17.97712
2007-09-11 "Chrysophytes" 18.9887
2007-09-11 "Cryptophytes" 5.279
2007-09-11 "Cyanobacteria" 2.48824
2007-09-11 "Diatoms (pennate)" 0.3315
2007-09-11 "Dinophytes" 4.8016
2007-09-20 "Chlorophytes" 12.6215
2007-09-20 "Chrysophytes" 1.1957
2007-09-20 "Cryptophytes" 15.237
2007-09-20 "Cyanobacteria" 5.5548
2007-09-20 "Diatoms (centric)" 3.24
2007-09-20 "Diatoms (pennate)" 1.23528
2007-09-20 "Dinophytes" 14.739
2007-10-04 "Chlorophytes" 13.2924
2007-10-04 "Chrysophytes" 2.9342
2007-10-04 "Cryptophytes" 8.61
2007-10-04 "Cyanobacteria" 8.7999
2007-10-04 "Diatoms (centric)" 1.026
2007-10-04 "Diatoms (pennate)" 0.171
2007-10-04 "Dinophytes" 10.52
2007-10-08 "Chlorophytes" 21.07142
2007-10-08 "Chrysophytes" 3.6158
2007-10-08 "Cryptophytes" 14.32
2007-10-08 "Cyanobacteria" 24.9964
2007-10-08 "Diatoms (centric)" 0.04896
2007-10-08 "Diatoms (pennate)" 0.3382
2007-10-08 "Dinophytes" 11.30544
2007-11-05 "Chlorophytes" 16.06898
2007-11-05 "Chrysophytes" 2.98876
2007-11-05 "Cryptophytes" 3.786
2007-11-05 "Cyanobacteria" 12.441
2007-11-05 "Diatoms (centric)" 0.252
2007-11-05 "Diatoms (pennate)" 0.2414
2007-11-05 "Dinophytes" 0.64168
2007-12-03 "Chlorophytes" 6.36479
2007-12-03 "Chrysophytes" 0.78984
2007-12-03 "Cryptophytes" 3.768
2007-12-03 "Cyanobacteria" 1.35221
2007-12-03 "Diatoms (centric)" 0.0951
2007-12-03 "Diatoms (pennate)" 0.26528
2007-12-03 "Dinophytes" 0.278
2008-01-14 "Chlorophytes" 3.365576
2008-01-14 "Chrysophytes" 0.568
2008-01-14 "Cryptophytes" 6.634
2008-01-14 "Cyanobacteria" 0.863
2008-01-14 "Diatoms (centric)" 0.00504
2008-01-14 "Diatoms (pennate)" 0.153
2008-01-14 "Dinophytes" 0.74144
2008-02-11 "Chlorophytes" 0.3716
2008-02-11 "Chrysophytes" 1.0704
2008-02-11 "Cryptophytes" 13.794
2008-02-11 "Cyanobacteria" 0.714
2008-02-11 "Diatoms (centric)" 1.2696
2008-02-11 "Diatoms (pennate)" 2.3108
2008-02-11 "Dinophytes" 2.67
2008-03-10 "Chlorophytes" 2.31682
2008-03-10 "Chrysophytes" 0.623
2008-03-10 "Cryptophytes" 15.75
2008-03-10 "Cyanobacteria" 0.271
2008-03-10 "Diatoms (centric)" 2.42775
2008-03-10 "Diatoms (pennate)" 0.09112
2008-03-10 "Dinophytes" 3.82
2008-04-15 "Chlorophytes" 0.3883
2008-04-15 "Chrysophytes" 0.44386
2008-04-15 "Cryptophytes" 11.81
2008-04-15 "Cyanobacteria" 0.0476
2008-04-15 "Diatoms (centric)" 26.9043
2008-04-15 "Diatoms (pennate)" 0.09554
2008-04-15 "Dinophytes" 5.024
2008-05-13 "Chlorophytes" 21.49666
2008-05-13 "Chrysophytes" 1.9968
2008-05-13 "Cryptophytes" 19.4668
2008-05-13 "Cyanobacteria" 0.191
2008-05-13 "Diatoms (centric)" 0.8271
2008-05-13 "Diatoms (pennate)" 0.54396
2008-05-13 "Dinophytes" 8.784
2008-06-09 "Chlorophytes" 31.37944
2008-06-09 "Chrysophytes" 1.40608
2008-06-09 "Cryptophytes" 15.406
2008-06-09 "Cyanobacteria" 0.352
2008-06-09 "Diatoms (centric)" 0.2583
2008-06-09 "Diatoms (pennate)" 0.14116
2008-06-09 "Dinophytes" 1.826
2008-07-14 "Chlorophytes" 6.3336
2008-07-14 "Chrysophytes" 3.0861
2008-07-14 "Cryptophytes" 9.426
2008-07-14 "Cyanobacteria" 3.4209
2008-07-14 "Diatoms (centric)" 2.0295
2008-07-14 "Diatoms (pennate)" 15.1638
2008-07-14 "Dinophytes" 1.6344
2008-08-11 "Chlorophytes" 18.30028
2008-08-11 "Chrysophytes" 2.326
2008-08-11 "Cryptophytes" 16.65
2008-08-11 "Cyanobacteria" 2.0721
2008-08-11 "Diatoms (centric)" 0.17232
2008-08-11 "Diatoms (pennate)" 0.39668
2008-08-11 "Dinophytes" 8.8808
2008-09-15 "Chlorophytes" 24.69304
2008-09-15 "Chrysophytes" 2.88612
2008-09-15 "Cryptophytes" 1.275
2008-09-15 "Cyanobacteria" 1.7381
2008-09-15 "Diatoms (centric)" 0.2268
2008-09-15 "Diatoms (pennate)" 1.1324
2008-09-15 "Dinophytes" 11.7456
2008-10-13 "Chlorophytes" 22.07992
2008-10-13 "Chrysophytes" 3.02276
2008-10-13 "Cryptophytes" 10.536
2008-10-13 "Cyanobacteria" 5.085
2008-10-13 "Diatoms (centric)" 2.0343
2008-10-13 "Diatoms (pennate)" 4.56724
2008-10-13 "Dinophytes" 10.25696
2008-11-10 "Chlorophytes" 11.93062
2008-11-10 "Chrysophytes" 0.34092
2008-11-10 "Cryptophytes" 3.7836
2008-11-10 "Cyanobacteria" 0.31816
2008-11-10 "Diatoms (centric)" 0.1029
2008-11-10 "Diatoms (pennate)" 0.13648
2008-11-10 "Dinophytes" 0.6016
2008-12-08 "Chlorophytes" 2.27607
2008-12-08 "Chrysophytes" 0.31054
2008-12-08 "Cryptophytes" 3.1656
2008-12-08 "Cyanobacteria" 0.13588
2008-12-08 "Diatoms (centric)" 0.261126
2008-12-08 "Diatoms (pennate)" 0.12492
2008-12-08 "Dinophytes" 1.08
2009-02-09 "Chlorophytes" 7.822715
2009-02-09 "Chrysophytes" 0.475416
2009-02-09 "Cryptophytes" 4.6506
2009-02-09 "Cyanobacteria" 0.0224238
2009-02-09 "Diatoms (centric)" 0.350115
2009-02-09 "Diatoms (pennate)" 0.408012
2009-02-09 "Dinophytes" 0.47812
2009-03-02 "Chlorophytes" 8.593918
2009-03-02 "Chrysophytes" 4.022544
2009-03-02 "Cryptophytes" 2.07345
2009-03-02 "Cyanobacteria" 0.002529
2009-03-02 "Diatoms (centric)" 3.8328552
2009-03-02 "Diatoms (pennate)" 2.114244
2009-03-02 "Dinophytes" 1.30665
2009-04-08 "Chlorophytes" 1.049432
2009-04-08 "Chrysophytes" 1.116252
2009-04-08 "Cryptophytes" 3.2775
2009-04-08 "Cyanobacteria" 3.62784
2009-04-08 "Diatoms (centric)" 3.81141
2009-04-08 "Diatoms (pennate)" 5.9853
2009-04-08 "Dinophytes" 2.303076
2009-05-06 "Chlorophytes" 9.83868
2009-05-06 "Chrysophytes" 12.44652
2009-05-06 "Cryptophytes" 0.8878
2009-05-06 "Cyanobacteria" 1.104
2009-05-06 "Diatoms (centric)" 0.025744
2009-05-06 "Diatoms (pennate)" 0.00864
2009-05-06 "Dinophytes" 2.61224
2009-06-17 "Chlorophytes" 16.517972
2009-06-17 "Chrysophytes" 40.604148
2009-06-17 "Cryptophytes" 0.4968
2009-06-17 "Cyanobacteria" 4.98213
2009-06-17 "Diatoms (centric)" 1.019094
2009-06-17 "Diatoms (pennate)" 0.53952
2009-06-17 "Dinophytes" 9.109944
2009-07-16 "Chlorophytes" 22.36458
2009-07-16 "Chrysophytes" 1.458198
2009-07-16 "Cryptophytes" 2.2563
2009-07-16 "Cyanobacteria" 0.305166
2009-07-16 "Diatoms (centric)" 0.967662
2009-07-16 "Diatoms (pennate)" 1.343742
2009-07-16 "Dinophytes" 25.82364
2009-08-13 "Chlorophytes" 42.047776
2009-08-13 "Chrysophytes" 1.88466
2009-08-13 "Cryptophytes" 0.6141
2009-08-13 "Cyanobacteria" 1.0867704
2009-08-13 "Diatoms (centric)" 0.540216
2009-08-13 "Diatoms (pennate)" 0.881778
2009-08-13 "Dinophytes" 1.77332
2009-09-08 "Chlorophytes" 14.971454
2009-09-08 "Chrysophytes" 2.226244
2009-09-08 "Cryptophytes" 3.5328
2009-09-08 "Cyanobacteria" 1.141608
2009-09-08 "Diatoms (centric)" 0.1242
2009-09-08 "Diatoms (pennate)" 0.734964
2009-09-08 "Dinophytes" 0.98104
2009-10-07 "Chlorophytes" 9.176862
2009-10-07 "Chrysophytes" 3.696812
2009-10-07 "Cryptophytes" 1.1799
2009-10-07 "Cyanobacteria" 1.8456012
2009-10-07 "Diatoms (centric)" 0.7965348
2009-10-07 "Diatoms (pennate)" 0.414756
2009-10-07 "Dinophytes" 3.06368
2009-11-05 "Chlorophytes" 5.03098
2009-11-05 "Chrysophytes" 4.685826
2009-11-05 "Cryptophytes" 1.8837
2009-11-05 "Cyanobacteria" 0.5135076
2009-11-05 "Diatoms (centric)" 1.7334336
2009-11-05 "Diatoms (pennate)" 0.299064
2009-11-05 "Dinophytes" 0.65896
2009-12-10 "Chlorophytes" 1.7571
2009-12-10 "Chrysophytes" 1.822616
2009-12-10 "Cryptophytes" 1.7112
2009-12-10 "Cyanobacteria" 0.532338
2009-12-10 "Diatoms (centric)" 1.806168
2009-12-10 "Diatoms (pennate)" 0.503676
2009-12-10 "Dinophytes" 0.9144
2010-01-11 "Chlorophytes" 0.0355
2010-01-11 "Chrysophytes" 0.165864
2010-01-11 "Cryptophytes" 0.1173
2010-01-11 "Diatoms (centric)" 0.0561588
2010-01-11 "Diatoms (pennate)" 0.418128
2010-01-11 "Dinophytes" 1.82176
2010-02-09 "Chlorophytes" 0.25892
2010-02-09 "Chrysophytes" 2.630808
2010-02-09 "Cryptophytes" 0.0621
2010-02-09 "Diatoms (centric)" 0.088296
2010-02-09 "Diatoms (pennate)" 0.155112
2010-02-09 "Dinophytes" 1.21656
2010-05-07 "Chlorophytes" 1.05624
2010-05-07 "Chrysophytes" 0.833844
2010-05-07 "Cryptophytes" 0.8832
2010-05-07 "Diatoms (centric)" 0.0845464
2010-05-07 "Diatoms (pennate)" 0.219576
2010-05-07 "Dinophytes" 2.46104
2010-06-15 "Chlorophytes" 9.67648
2010-06-15 "Chrysophytes" 1.159764
2010-06-15 "Cryptophytes" 1.2742
2010-06-15 "Cyanobacteria" 0.11968
2010-06-15 "Diatoms (centric)" 0.1557408
2010-06-15 "Diatoms (pennate)" 1.458952
2010-06-15 "Dinophytes" 1.2776
2010-07-14 "Chlorophytes" 4.23405
2010-07-14 "Chrysophytes" 38.909652
2010-07-14 "Cryptophytes" 0.8004
2010-07-14 "Cyanobacteria" 2.871258
2010-07-14 "Diatoms (centric)" 0.7970496
2010-07-14 "Diatoms (pennate)" 0.330456
2010-07-14 "Dinophytes" 3.38742
2010-08-10 "Chlorophytes" 20.870154
2010-08-10 "Chrysophytes" 5.393412
2010-08-10 "Cryptophytes" 0.9039
2010-08-10 "Cyanobacteria" 12.8429364
2010-08-10 "Diatoms (centric)" 1.1534112
2010-08-10 "Diatoms (pennate)" 2.372202
2010-08-10 "Dinophytes" 36.9804
2010-09-07 "Chlorophytes" 9.288506
2010-09-07 "Chrysophytes" 3.186996
2010-09-07 "Cryptophytes" 5.727
2010-09-07 "Cyanobacteria" 3.267162
2010-09-07 "Diatoms (centric)" 2.2014888
2010-09-07 "Diatoms (pennate)" 9.0952956
2010-09-07 "Dinophytes" 0.96536
2010-10-13 "Chlorophytes" 17.501712
2010-10-13 "Chrysophytes" 5.3727
2010-10-13 "Cryptophytes" 2.4495
2010-10-13 "Cyanobacteria" 6.1716456
2010-10-13 "Diatoms (centric)" 0.7874088
2010-10-13 "Diatoms (pennate)" 2.385128
2010-10-13 "Dinophytes" 7.09336
2010-11-10 "Chlorophytes" 1.52266
2010-11-10 "Chrysophytes" 0.547328
2010-11-10 "Cryptophytes" 2.1298
2010-11-10 "Cyanobacteria" 0.41851
2010-11-10 "Diatoms (centric)" 0.6432064
2010-11-10 "Diatoms (pennate)" 3.0566056
2010-11-10 "Dinophytes" 1.01128
2010-12-07 "Chlorophytes" 0.58267
2010-12-07 "Chrysophytes" 0.323051
2010-12-07 "Cryptophytes" 0.2254
2010-12-07 "Cyanobacteria" 0.2115547
2010-12-07 "Diatoms (centric)" 0.4082584
2010-12-07 "Diatoms (pennate)" 0.679458
2010-12-07 "Dinophytes" 0.40424
2011-01-10 "Chlorophytes" 0.96178
2011-01-10 "Chrysophytes" 1.368836
2011-01-10 "Cryptophytes" 2.5532
2011-01-10 "Cyanobacteria" 0.0854656
2011-01-10 "Diatoms (centric)" 0.1557736
2011-01-10 "Diatoms (pennate)" 0.7868
2011-01-10 "Dinophytes" 0.3732
2011-02-14 "Chlorophytes" 4.92454
2011-02-14 "Chrysophytes" 0.8766048
2011-02-14 "Cryptophytes" 13.0209
2011-02-14 "Cyanobacteria" 0.123546
2011-02-14 "Diatoms (centric)" 0.5948766
2011-02-14 "Diatoms (pennate)" 4.7752578
2011-02-14 "Dinophytes" 0.95376
2011-03-07 "Chlorophytes" 6.63868
